id,School,Gender,Race,Local,Full Time,Future,Effectiveness,Online Supplement,Supplement Use,Feet,Inches,Weight,Exercise per Week,Exercise Time,Read Label,Taste,Price,Nutrition,Presentation,Appearance,Health,Parents Overweight,Final,Attend,Year,Semester,Class,Platform
91885,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,Somewhat difficult,5.0,6.0,163.0,5 to 7 days a week,Over an hour,Not too often,1.0,2.0,4.0,3.0,Yes,Yes,No,0.594612036,0.7857142859999999,2017.0,Spring,101.0,Canvas
86864,University of San Francisco,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,0.0,130.0,2 to 4 days a week,Over an hour,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,Not sure,1.0,1.0,2017.0,Spring,102.0,Canvas
58218,City College of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,5.0,4.0,145.0,2 to 4 days a week,20 - 30 minutes,Often,1.0,3.0,2.0,4.0,Yes,Yes,No,0.83952381,0.75,2017.0,Spring,101.0,Canvas
88002,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,5.0,0.0,103.0,I don't regularly exercise,10 - 20 minutes,Always,1.0,4.0,3.0,2.0,Yes,Yes,Not sure,0.897532468,0.972972973,2017.0,Spring,102.0,Canvas
86774,San Francisco State University,Male,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,6.0,0.0,167.0,5 to 7 days a week,Over an hour,Always,2.0,3.0,1.0,4.0,Yes,Yes,No,0.739380952,0.810810811,2017.0,Spring,102.0,Canvas
91171,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Not helping at all,Not too difficult,5.0,8.0,140.0,2 to 4 days a week,20 - 30 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,No,0.597233766,0.513513514,2017.0,Spring,102.0,Canvas
04168,University of San Francisco,Female,Others,Local Student,Full time,Very helpful,Very effective,Not too helpful,Not too difficult,5.0,4.0,110.0,I don't regularly exercise,20 - 30 minutes,Always,4.0,1.0,2.0,3.0,Yes,Yes,No,0.78457527,0.892857143,2017.0,Spring,101.0,Canvas
99811,University of San Francisco,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult,5.0,6.0,130.0,2 to 4 days a week,Over an hour,Never,1.0,2.0,3.0,4.0,Yes,Yes,No,0.799981708,0.9642857140000001,2017.0,Spring,101.0,Canvas
01453,University of San Francisco,Male,Asian,International Student,Full time,Not too helpful,Somewhat effective,Not too helpful,Not too difficult,5.0,7.0,145.0,5 to 7 days a week,Over an hour,Often,3.0,1.0,2.0,4.0,Yes,Yes,No,0.40321017,0.607142857,2017.0,Spring,101.0,Canvas
98211,University of San Francisco,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,9.0,200.0,Once a week,10 - 20 minutes,Often,1.0,4.0,3.0,2.0,Yes,Yes,No,0.679936894,0.857142857,2017.0,Spring,101.0,Canvas
57817,University of San Francisco,Female,Asian,International Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all,6.0,0.0,105.0,2 to 4 days a week,Over an hour,Always,2.0,3.0,1.0,4.0,Yes,Yes,No,0.969992135,0.9285714290000001,2017.0,Spring,101.0,Canvas
01203,University of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,2.0,100.0,I don't regularly exercise,10 - 20 minutes,Often,2.0,4.0,3.0,1.0,Yes,Yes,Yes,0.74713993,0.857142857,2017.0,Spring,101.0,Canvas
98668,University of San Francisco,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,7.0,145.0,2 to 4 days a week,Over an hour,Always,3.0,1.0,2.0,4.0,Yes,Yes,No,0.746835925,0.9642857140000001,2017.0,Spring,101.0,Canvas
53281,University of San Francisco,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult,5.0,8.0,165.0,2 to 4 days a week,40 - 50 minutes,Always,1.0,2.0,4.0,3.0,Yes,Yes,Yes,0.683748857,0.892857143,2017.0,Spring,101.0,Canvas
45500,University of San Francisco,Male,Others,International Student,Full time,Not too helpful,Somewhat effective,Somewhat helpful,Not too difficult,6.0,0.0,186.0,5 to 7 days a week,Over an hour,Sometime,2.0,3.0,1.0,4.0,Yes,Yes,No,0.561518566,0.642857143,2017.0,Spring,101.0,Canvas
96880,University of San Francisco,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult,5.0,9.0,193.0,2 to 4 days a week,Over an hour,Always,4.0,2.0,3.0,1.0,Yes,Yes,No,0.694285348,1.0,2017.0,Spring,101.0,Canvas
62548,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all,5.0,8.0,165.0,5 to 7 days a week,Over an hour,Always,3.0,2.0,1.0,4.0,Yes,Yes,No,0.611660691,0.9285714290000001,2017.0,Spring,101.0,Canvas
53691,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all,5.0,8.0,188.0,I don't regularly exercise,30 - 40 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,Yes,0.8794294859999999,1.0,2017.0,Spring,101.0,Canvas
88077,University of San Francisco,Female,Asian,Local Student,Full time,Very helpful,Very effective,Not too helpful,Somewhat difficult,5.0,3.0,105.0,5 to 7 days a week,Over an hour,Often,4.0,2.0,1.0,3.0,Yes,Yes,No,0.9054024140000001,0.9285714290000001,2017.0,Spring,101.0,Canvas
55373,San Francisco State University,Male,Asian,Local Student,Full time,Not too helpful,Not too effective,Not too helpful,Very difficult,5.0,10.0,160.0,I don't regularly exercise,10 - 20 minutes,Never,4.0,1.0,2.0,3.0,Yes,Yes,No,0.6954393940000001,0.4,2017.0,Fall,101.0,LaunchPad
32595,San Francisco State University,Female,White,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult,5.0,6.0,118.0,2 to 4 days a week,30 - 40 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,No,0.8991363640000001,0.9,2017.0,Fall,101.0,LaunchPad
14180,City College of San Francisco,Male,African American,Local Student,Part time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,11.0,160.0,2 to 4 days a week,Over an hour,Not too often,1.0,2.0,3.0,4.0,Yes,Yes,No,0.623285714,0.7142857140000001,2017.0,Fall,101.0,LaunchPad
75824,San Francisco State University,Female,White,Local Student,Full time,Not too helpful,Not too effective,Somewhat helpful,No problem at all,5.0,5.0,150.0,2 to 4 days a week,40 - 50 minutes,Often,4.0,3.0,2.0,1.0,Yes,Yes,Yes,0.642166667,0.8,2017.0,Fall,101.0,LaunchPad
87020,City College of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,5.0,108.0,I don't regularly exercise,10 - 20 minutes,Never,4.0,3.0,2.0,1.0,No,Yes,Not sure,0.68,0.954545455,2017.0,Fall,101.0,LaunchPad
85549,City College of San Francisco,Male,White,Local Student,Part time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,10.0,165.0,2 to 4 days a week,40 - 50 minutes,Sometime,1.0,3.0,2.0,4.0,No,Yes,No,0.958666667,0.7777777779999999,2017.0,Fall,101.0,LaunchPad
86369,City College of San Francisco,Female,Hispanic,International Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult,5.0,1.0,125.0,Once a week,20 - 30 minutes,Sometime,4.0,3.0,2.0,1.0,Yes,Yes,No,0.599,0.7777777779999999,2017.0,Fall,101.0,LaunchPad
94804,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,0.0,95.0,I don't regularly exercise,Over an hour,Never,1.0,2.0,3.0,4.0,Yes,Yes,No,0.7301818179999999,0.566666667,2017.0,Fall,101.0,LaunchPad
09684,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Not too effective,Very helpful,No problem at all,6.0,0.0,195.0,Once a week,30 - 40 minutes,Not too often,1.0,2.0,3.0,4.0,Yes,Yes,No,0.778924242,1.0,2017.0,Fall,101.0,LaunchPad
18752,San Francisco State University,Male,Hispanic,Local Student,Part time,Very helpful,Very effective,Very helpful,Not too difficult,5.0,9.0,165.0,5 to 7 days a week,Over an hour,Often,2.0,3.0,1.0,4.0,Yes,Yes,No,0.6763636359999999,0.0,2017.0,Fall,101.0,LaunchPad
31780,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Not too difficult,5.0,4.0,125.0,I don't regularly exercise,40 - 50 minutes,Never,1.0,2.0,4.0,3.0,Yes,No,Yes,0.770181818,1.0,2017.0,Fall,101.0,LaunchPad
49331,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,6.0,1.0,180.0,2 to 4 days a week,20 - 30 minutes,Sometime,4.0,2.0,3.0,1.0,Yes,Yes,No,0.574833333,1.0,2017.0,Fall,101.0,LaunchPad
75950,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,No problem at all,5.0,0.0,112.0,Once a week,Over an hour,Not too often,3.0,1.0,2.0,4.0,Yes,Yes,Not sure,0.538333333,0.9,2017.0,Fall,101.0,LaunchPad
57897,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult,5.0,3.0,105.0,I don't regularly exercise,30 - 40 minutes,Not too often,4.0,3.0,2.0,1.0,Yes,Yes,No,0.848166667,0.7333333329999999,2017.0,Fall,101.0,LaunchPad
64878,San Francisco State University,Female,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult,5.0,5.0,140.0,Once a week,30 - 40 minutes,Often,4.0,2.0,1.0,3.0,Yes,Yes,No,0.328833333,0.033333333,2017.0,Fall,101.0,LaunchPad
53580,San Francisco State University,Male,Asian,Local Student,Full time,Not too helpful,Not too effective,Somewhat helpful,Not too difficult,6.0,1.0,200.0,I don't regularly exercise,30 - 40 minutes,Sometime,2.0,1.0,3.0,4.0,No,Yes,No,0.741,1.0,2017.0,Fall,101.0,LaunchPad
60355,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all,6.0,5.0,200.0,5 to 7 days a week,Over an hour,Often,2.0,3.0,4.0,1.0,Yes,Yes,No,0.6111818179999999,0.7333333329999999,2017.0,Fall,101.0,LaunchPad
47379,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Not too helpful,Not too difficult,5.0,9.0,155.0,2 to 4 days a week,Over an hour,Always,1.0,3.0,4.0,2.0,Yes,Yes,Yes,0.8161919190000001,0.90625,2017.0,Fall,101.0,LaunchPad
53955,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,0.0,150.0,Once a week,30 - 40 minutes,Often,4.0,3.0,2.0,1.0,Yes,Yes,No,0.795,0.65625,2017.0,Fall,101.0,LaunchPad
94835,University of San Francisco,Male,African American,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,6.0,180.0,I don't regularly exercise,Over an hour,Always,1.0,2.0,3.0,4.0,Yes,Yes,No,0.7416767679999999,0.59375,2017.0,Fall,101.0,LaunchPad
77177,University of San Francisco,Male,Others,Local Student,Full time,Very helpful,Somewhat effective,Not too helpful,Somewhat difficult,5.0,11.0,140.0,5 to 7 days a week,Over an hour,Never,3.0,1.0,2.0,4.0,Yes,Yes,No,0.831,0.833333333,2017.0,Fall,101.0,LaunchPad
84840,City College of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult,5.0,6.0,165.0,Once a week,40 - 50 minutes,Never,1.0,2.0,4.0,3.0,Yes,Yes,No,0.602615385,1.0,2017.0,Fall,101.0,LaunchPad
65534,University of San Francisco,Male,Hispanic,Local Student,Full time,Not related,Struggle learning in this class,Not helping at all,Somewhat difficult,6.0,8.0,180.0,2 to 4 days a week,Over an hour,Never,4.0,1.0,2.0,3.0,Yes,Yes,No,0.843333333,0.566666667,2017.0,Fall,101.0,LaunchPad
75060,University of San Francisco,Male,Asian,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Very difficult,5.0,11.0,150.0,2 to 4 days a week,30 - 40 minutes,Never,3.0,2.0,1.0,4.0,Yes,Yes,No,0.836666667,0.7666666670000001,2017.0,Fall,101.0,LaunchPad
74954,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult,5.0,7.0,160.0,2 to 4 days a week,30 - 40 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,Yes,0.709747475,0.5,2017.0,Fall,101.0,LaunchPad
19299,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all,6.0,0.0,192.0,Once a week,Over an hour,Sometime,2.0,1.0,3.0,4.0,Yes,Yes,No,0.852166667,1.0,2017.0,Fall,101.0,LaunchPad
65126,San Francisco State University,Male,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,6.0,3.0,178.0,5 to 7 days a week,Over an hour,Sometime,2.0,3.0,1.0,4.0,Yes,Yes,No,0.683787879,0.933333333,2017.0,Fall,101.0,LaunchPad
73467,San Francisco State University,Female,Asian,Local Student,Full time,Not too helpful,Not too effective,Very helpful,Somewhat difficult,4.0,11.0,105.0,Once a week,40 - 50 minutes,Sometime,2.0,1.0,4.0,3.0,Yes,Yes,Not sure,0.583333333,0.8,2017.0,Fall,101.0,LaunchPad
35708,City College of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,5.0,5.0,110.0,I don't regularly exercise,10 - 20 minutes,Often,2.0,3.0,1.0,4.0,Yes,Yes,No,0.936948718,1.0,2017.0,Fall,101.0,LaunchPad
41730,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Very helpful,No problem at all,5.0,5.0,150.0,2 to 4 days a week,30 - 40 minutes,Not too often,1.0,2.0,4.0,3.0,Yes,Yes,No,0.7647575759999999,0.833333333,2017.0,Fall,101.0,LaunchPad
69751,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult,5.0,7.0,148.0,2 to 4 days a week,Over an hour,Often,2.0,3.0,4.0,1.0,Yes,Yes,No,0.8574074070000001,0.8125,2017.0,Fall,101.0,LaunchPad
49799,City College of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Not too helpful,Not too difficult,5.0,8.0,157.0,Once a week,Over an hour,Not too often,1.0,2.0,3.0,4.0,Yes,Yes,No,0.814205128,0.727272727,2017.0,Fall,101.0,LaunchPad
11268,City College of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult,5.0,8.0,185.0,2 to 4 days a week,30 - 40 minutes,Not too often,4.0,3.0,1.0,2.0,Yes,Yes,No,0.737871795,1.0,2017.0,Fall,101.0,LaunchPad
16038,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult,5.0,2.0,128.0,I don't regularly exercise,10 - 20 minutes,Always,2.0,3.0,1.0,4.0,Yes,Yes,Not sure,0.8806666670000001,1.0,2017.0,Fall,101.0,LaunchPad
08854,City College of San Francisco,Female,White,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,7.0,155.0,2 to 4 days a week,20 - 30 minutes,Always,3.0,1.0,4.0,2.0,Yes,Yes,No,1.005333333,1.0,2017.0,Fall,101.0,LaunchPad
71460,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult,5.0,6.0,106.0,2 to 4 days a week,40 - 50 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,Yes,0.648666667,0.8666666670000001,2017.0,Fall,101.0,LaunchPad
00407,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult,5.0,3.0,120.0,Once a week,30 - 40 minutes,Not too often,4.0,3.0,1.0,2.0,Yes,Yes,No,0.594,0.7666666670000001,2017.0,Fall,101.0,LaunchPad
04286,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult,5.0,8.0,190.0,I don't regularly exercise,30 - 40 minutes,Not too often,3.0,1.0,4.0,2.0,Yes,Yes,Yes,0.573212121,0.7,2017.0,Fall,101.0,LaunchPad
62167,University of San Francisco,Male,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,6.0,1.0,174.0,5 to 7 days a week,Over an hour,Not too often,4.0,3.0,2.0,1.0,Yes,Yes,No,0.71,1.0,2017.0,Fall,101.0,LaunchPad
72505,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,6.0,106.0,Once a week,30 - 40 minutes,Sometime,1.0,4.0,3.0,2.0,Yes,Yes,No,0.777037037,0.9375,2017.0,Fall,101.0,LaunchPad
27213,City College of San Francisco,Male,Asian,Local Student,Part time,Very helpful,Very effective,Very helpful,Somewhat difficult,6.0,0.0,185.0,I don't regularly exercise,10 - 20 minutes,Sometime,3.0,4.0,1.0,2.0,Yes,Yes,Yes,0.68,0.681818182,2017.0,Fall,101.0,LaunchPad
25274,City College of San Francisco,Female,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,2.0,133.0,Once a week,Over an hour,Often,3.0,2.0,1.0,4.0,Yes,Yes,No,0.599,0.8636363640000001,2017.0,Fall,101.0,LaunchPad
72307,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,5.0,4.0,148.0,5 to 7 days a week,Over an hour,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,No,0.8942272729999999,1.0,2017.0,Fall,101.0,LaunchPad
84105,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,5.0,116.0,2 to 4 days a week,40 - 50 minutes,Often,1.0,2.0,3.0,4.0,Yes,Yes,Yes,0.7439393940000001,0.933333333,2017.0,Fall,101.0,LaunchPad
34923,City College of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all,4.0,7.0,90.0,I don't regularly exercise,10 - 20 minutes,Not too often,4.0,3.0,1.0,2.0,No,Yes,No,0.91452381,0.9523809520000001,2017.0,Fall,101.0,LaunchPad
16499,San Francisco State University,Male,African American,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Somewhat difficult,5.0,5.0,140.0,I don't regularly exercise,10 - 20 minutes,Never,4.0,1.0,2.0,3.0,Yes,Yes,No,0.8168333329999999,1.0,2017.0,Fall,101.0,LaunchPad
21521,San Francisco State University,Female,African American,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Very difficult,5.0,1.0,140.0,Once a week,40 - 50 minutes,Sometime,4.0,1.0,3.0,2.0,Yes,Yes,No,0.736,0.9,2017.0,Fall,101.0,LaunchPad
63593,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Somewhat difficult,5.0,11.0,179.0,5 to 7 days a week,40 - 50 minutes,Never,1.0,2.0,4.0,3.0,Yes,No,No,0.621393939,1.0,2017.0,Fall,101.0,LaunchPad
02119,University of San Francisco,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Not too helpful,Somewhat difficult,5.0,3.0,150.0,I don't regularly exercise,20 - 30 minutes,Often,1.0,2.0,3.0,4.0,Yes,Yes,Yes,0.8440000000000001,0.46666666700000003,2017.0,Fall,101.0,LaunchPad
10939,San Francisco State University,Male,Others,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult,5.0,9.0,200.0,2 to 4 days a week,40 - 50 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,No,0.715575758,1.0,2017.0,Fall,101.0,LaunchPad
74539,University of San Francisco,Male,Asian,International Student,Full time,Very helpful,Very effective,Not too helpful,Not too difficult,5.0,8.0,187.0,I don't regularly exercise,Over an hour,Not too often,3.0,1.0,2.0,4.0,Yes,Yes,Yes,0.964666667,0.966666667,2017.0,Fall,101.0,LaunchPad
72994,University of San Francisco,Female,African American,Local Student,Full time,Not too helpful,Not too effective,Somewhat helpful,Not too difficult,5.0,7.0,171.0,I don't regularly exercise,20 - 30 minutes,Not too often,1.0,2.0,4.0,3.0,Yes,Yes,Yes,0.784,0.7,2017.0,Fall,101.0,LaunchPad
17442,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult,5.0,3.0,186.0,2 to 4 days a week,10 - 20 minutes,Not too often,2.0,1.0,4.0,3.0,Yes,Yes,No,0.68,1.0,2017.0,Fall,101.0,LaunchPad
23304,San Francisco State University,Male,White,Local Student,Full time,Not too helpful,Struggle learning in this class,Not helping at all,Somewhat difficult,5.0,9.0,154.0,2 to 4 days a week,Over an hour,Often,4.0,2.0,3.0,1.0,Yes,Yes,No,0.758878788,0.833333333,2017.0,Fall,101.0,LaunchPad
92049,City College of San Francisco,Female,Others,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all,5.0,6.0,165.0,2 to 4 days a week,Over an hour,Often,1.0,3.0,2.0,4.0,Yes,Yes,No,0.7959999999999999,0.7777777779999999,2017.0,Fall,101.0,LaunchPad
28133,City College of San Francisco,Male,Hispanic,Local Student,Part time,Very helpful,Somewhat effective,Very helpful,Not too difficult,5.0,8.0,200.0,Once a week,Over an hour,Often,3.0,1.0,2.0,4.0,Yes,Yes,Yes,0.7424615379999999,0.818181818,2017.0,Fall,101.0,LaunchPad
81502,University of San Francisco,Male,White,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult,6.0,0.0,175.0,5 to 7 days a week,Over an hour,Often,4.0,1.0,3.0,2.0,Yes,Yes,No,0.7456666670000001,0.566666667,2017.0,Fall,101.0,LaunchPad
45805,City College of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,9.0,155.0,Once a week,40 - 50 minutes,Often,2.0,3.0,1.0,4.0,Yes,Yes,No,0.68,0.772727273,2017.0,Fall,101.0,LaunchPad
89852,University of San Francisco,Male,White,International Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult,6.0,0.0,154.0,I don't regularly exercise,Over an hour,Sometime,2.0,1.0,4.0,3.0,Yes,Yes,No,0.7476666670000001,0.7666666670000001,2017.0,Fall,101.0,LaunchPad
12929,University of San Francisco,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,11.0,165.0,2 to 4 days a week,40 - 50 minutes,Always,1.0,2.0,3.0,4.0,Yes,Yes,Not sure,0.803666667,0.533333333,2017.0,Fall,101.0,LaunchPad
82473,San Francisco State University,Female,White,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all,5.0,3.0,104.0,2 to 4 days a week,Over an hour,Often,2.0,1.0,3.0,4.0,Yes,Yes,Yes,0.7333333329999999,0.933333333,2017.0,Fall,101.0,LaunchPad
29137,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,11.0,150.0,2 to 4 days a week,30 - 40 minutes,Often,2.0,3.0,4.0,1.0,Yes,Yes,Yes,0.8287878790000001,1.0,2017.0,Fall,101.0,LaunchPad
72896,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,5.0,5.0,150.0,Once a week,Over an hour,Always,2.0,3.0,1.0,4.0,Yes,Yes,No,0.68,1.0,2017.0,Fall,101.0,LaunchPad
57859,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all,5.0,9.0,160.0,5 to 7 days a week,Over an hour,Not too often,4.0,3.0,2.0,1.0,Yes,Yes,No,0.52330303,0.433333333,2017.0,Fall,101.0,LaunchPad
16247,San Francisco State University,Female,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,5.0,160.0,2 to 4 days a week,Over an hour,Sometime,2.0,1.0,3.0,4.0,Yes,Yes,Not sure,0.35383333299999997,0.533333333,2017.0,Fall,101.0,LaunchPad
59128,University of San Francisco,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Not helping at all,No problem at all,6.0,1.0,188.0,5 to 7 days a week,Over an hour,Sometime,3.0,2.0,1.0,4.0,Yes,Yes,No,0.6920000000000001,0.966666667,2017.0,Fall,101.0,LaunchPad
58112,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,7.0,170.0,5 to 7 days a week,Over an hour,Often,1.0,2.0,3.0,4.0,Yes,Yes,No,0.68434,0.933333333,2017.0,Fall,101.0,LaunchPad
81523,University of San Francisco,Male,White,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult,6.0,1.0,180.0,5 to 7 days a week,Over an hour,Always,3.0,1.0,4.0,2.0,Yes,Yes,No,0.687,0.7333333329999999,2017.0,Fall,101.0,LaunchPad
78010,City College of San Francisco,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all,5.0,7.0,137.0,2 to 4 days a week,Over an hour,Never,1.0,2.0,3.0,4.0,Yes,Yes,Not sure,0.8388571429999999,0.9523809520000001,2017.0,Fall,101.0,LaunchPad
81883,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Not too effective,Not too helpful,No problem at all,5.0,8.0,142.0,I don't regularly exercise,20 - 30 minutes,Never,1.0,2.0,4.0,3.0,Yes,No,Yes,0.783621212,0.9,2017.0,Fall,101.0,LaunchPad
78023,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,0.0,115.0,Once a week,30 - 40 minutes,Sometime,3.0,4.0,2.0,1.0,Yes,Yes,No,0.608984848,1.0,2017.0,Fall,101.0,LaunchPad
77677,University of San Francisco,Female,Asian,International Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult,5.0,5.0,150.0,I don't regularly exercise,10 - 20 minutes,Not too often,1.0,2.0,4.0,3.0,No,Yes,No,0.7536666670000001,0.833333333,2017.0,Fall,101.0,LaunchPad
76459,San Francisco State University,Female,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,6.0,0.0,126.0,2 to 4 days a week,30 - 40 minutes,Not too often,1.0,2.0,3.0,4.0,Yes,Yes,No,0.898666667,0.966666667,2017.0,Fall,101.0,LaunchPad
67887,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult,5.0,2.0,93.0,I don't regularly exercise,10 - 20 minutes,Never,1.0,2.0,4.0,3.0,No,Yes,No,0.875727273,0.8666666670000001,2017.0,Fall,101.0,LaunchPad
99107,City College of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult,5.0,5.0,101.0,Once a week,40 - 50 minutes,Often,1.0,3.0,2.0,4.0,Yes,Yes,No,0.765333333,1.0,2017.0,Fall,101.0,LaunchPad
