id,School,Gender,Race,Local,Full Time,Future,Effectiveness,Online Supplement,Supplement Use
30229,San Francisco State University,Female,Asian,Local Student,Full time,Not too helpful,Struggle learning in this class,Somewhat helpful,Not too difficult
57091,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Not helping at all,No problem at all
07734,San Francisco State University,Female,Others,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
75058,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
34121,San Francisco State University,Female,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
66599,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
87040,San Francisco State University,Female,Asian,Local Student,Full time,Not too helpful,Very effective,Somewhat helpful,No problem at all
43671,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
67772,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult
91827,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
01390,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult
91198,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
90474,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Struggle learning in this class,Somewhat helpful,Somewhat difficult
62821,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
66512,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
15002,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
25397,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
37543,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
84711,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
16643,San Francisco State University,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
31476,San Francisco State University,Female,White,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
37219,San Francisco State University,Male,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
41808,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Somewhat difficult
00814,San Francisco State University,Male,Asian,Local Student,Full time,Not related,Very effective,Very helpful,Not too difficult
02788,University of San Francisco,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
99436,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
15545,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Very effective,Not too helpful,No problem at all
05128,San Francisco State University,Male,Others,Local Student,Full time,Somewhat helpful,Very effective,Not too helpful,Not too difficult
16032,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
68706,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not helping at all,Not too difficult
15941,San Francisco State University,Male,Asian,International Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
83861,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
06922,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Not too helpful,Not too difficult
80009,San Francisco State University,Male,Asian,International Student,Full time,Very helpful,Somewhat effective,Very helpful,Very difficult
59353,University of San Francisco,Male,White,Local Student,Full time,Not too helpful,Somewhat effective,Not too helpful,No problem at all
30502,City College of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult
14611,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
36927,City College of San Francisco,Female,White,Local Student,Part time,Very helpful,Somewhat effective,Very helpful,No problem at all
02185,City College of San Francisco,Male,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
78771,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
71501,City College of San Francisco,Male,White,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
53469,City College of San Francisco,Male,Others,International Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
10989,San Francisco State University,Female,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult
53232,University of San Francisco,Female,Others,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
04514,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
54590,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Very helpful,Not too difficult
21804,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
28360,San Francisco State University,Male,Others,Local Student,Full time,Somewhat helpful,Not too effective,Not too helpful,No problem at all
48665,San Francisco State University,Female,Others,International Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
66340,City College of San Francisco,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
17003,City College of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult
11704,City College of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
60282,City College of San Francisco,Male,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
85523,University of San Francisco,Male,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
62373,University of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
58236,University of San Francisco,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult
47704,University of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult
86978,University of San Francisco,Male,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Not too helpful,No problem at all
28133,City College of San Francisco,Male,Hispanic,Local Student,Part time,Very helpful,Somewhat effective,Very helpful,No problem at all
14115,City College of San Francisco,Male,White,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
95276,University of San Francisco,Female,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
85108,University of San Francisco,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
91655,University of San Francisco,Male,Asian,International Student,Full time,Not too helpful,Somewhat effective,Somewhat helpful,Not too difficult
91885,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,Somewhat difficult
86864,University of San Francisco,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
58218,City College of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
88002,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
86774,San Francisco State University,Male,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
91171,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Not helping at all,Not too difficult
96637,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
04168,University of San Francisco,Female,Others,Local Student,Full time,Very helpful,Very effective,Not too helpful,Not too difficult
84631,University of San Francisco,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
99811,University of San Francisco,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
01453,University of San Francisco,Male,Asian,International Student,Full time,Not too helpful,Somewhat effective,Not too helpful,Not too difficult
98211,University of San Francisco,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
57817,University of San Francisco,Female,Asian,International Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
01203,University of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
98668,University of San Francisco,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
53281,University of San Francisco,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
45500,University of San Francisco,Male,Others,International Student,Full time,Not too helpful,Somewhat effective,Somewhat helpful,Not too difficult
96880,University of San Francisco,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult
62548,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all
92343,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
53691,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all
88077,University of San Francisco,Female,Asian,Local Student,Full time,Very helpful,Very effective,Not too helpful,Somewhat difficult
55373,San Francisco State University,Male,Asian,Local Student,Full time,Not too helpful,Not too effective,Not too helpful,Very difficult
32213,City College of San Francisco,Male,Asian,Local Student,Part time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
32595,San Francisco State University,Female,White,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
14180,City College of San Francisco,Male,African American,Local Student,Part time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
00680,City College of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
75824,San Francisco State University,Female,White,Local Student,Full time,Not too helpful,Not too effective,Somewhat helpful,No problem at all
87020,City College of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
85549,City College of San Francisco,Male,White,Local Student,Part time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
86369,City College of San Francisco,Female,Hispanic,International Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult
94804,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
09684,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Not too effective,Very helpful,No problem at all
50954,City College of San Francisco,Male,Asian,Local Student,Full time,Not too helpful,Not too effective,Not too helpful,Somewhat difficult
18752,San Francisco State University,Male,Hispanic,Local Student,Part time,Very helpful,Very effective,Very helpful,Not too difficult
07683,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult
31780,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Not too difficult
49331,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
75950,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,No problem at all
75274,University of San Francisco,Male,Hispanic,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
57897,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult
64878,San Francisco State University,Female,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
53580,San Francisco State University,Male,Asian,Local Student,Full time,Not too helpful,Not too effective,Somewhat helpful,Not too difficult
60355,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
47379,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Not too helpful,Not too difficult
53955,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
94835,University of San Francisco,Male,African American,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
01689,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
77177,University of San Francisco,Male,Others,Local Student,Full time,Very helpful,Somewhat effective,Not too helpful,Somewhat difficult
77036,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Very effective,Not too helpful,Not too difficult
73018,City College of San Francisco,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult
84840,City College of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult
65534,University of San Francisco,Male,Hispanic,Local Student,Full time,Not related,Struggle learning in this class,Not helping at all,Somewhat difficult
75060,University of San Francisco,Male,Asian,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Very difficult
74954,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
19299,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
65126,San Francisco State University,Male,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
73467,San Francisco State University,Female,Asian,Local Student,Full time,Not too helpful,Not too effective,Very helpful,Somewhat difficult
35708,City College of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
41730,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Very helpful,No problem at all
69751,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
49799,City College of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Not too helpful,Not too difficult
34056,City College of San Francisco,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
11268,City College of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
16038,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult
08854,City College of San Francisco,Female,White,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
71460,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
65887,City College of San Francisco,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
04659,City College of San Francisco,Male,Hispanic,Local Student,Part time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
00407,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
84642,University of San Francisco,Male,Asian,International Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
85674,San Francisco State University,Female,Hispanic,Local Student,Full time,Not too helpful,Struggle learning in this class,Somewhat helpful,No problem at all
04286,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult
69464,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
62167,University of San Francisco,Male,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
72505,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
27213,City College of San Francisco,Male,Asian,Local Student,Part time,Very helpful,Very effective,Very helpful,Somewhat difficult
25274,City College of San Francisco,Female,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
72307,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
70668,City College of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
81397,University of San Francisco,Male,Asian,International Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
84105,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
24347,City College of San Francisco,Male,Others,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Not too helpful,No problem at all
34923,City College of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
16499,San Francisco State University,Male,African American,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
21521,San Francisco State University,Female,African American,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Very difficult
63593,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Somewhat difficult
02119,University of San Francisco,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Not too helpful,Somewhat difficult
10939,San Francisco State University,Male,Others,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult
74539,University of San Francisco,Male,Asian,International Student,Full time,Very helpful,Very effective,Not too helpful,Not too difficult
72994,University of San Francisco,Female,African American,Local Student,Full time,Not too helpful,Not too effective,Somewhat helpful,Not too difficult
17442,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
23304,San Francisco State University,Male,White,Local Student,Full time,Not too helpful,Struggle learning in this class,Not helping at all,Somewhat difficult
92049,City College of San Francisco,Female,Others,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
28133,City College of San Francisco,Male,Hispanic,Local Student,Part time,Very helpful,Somewhat effective,Very helpful,Not too difficult
81502,University of San Francisco,Male,White,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
45805,City College of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
70188,University of San Francisco,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Very difficult
89852,University of San Francisco,Male,White,International Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
12929,University of San Francisco,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
26559,City College of San Francisco,Male,Asian,Local Student,Part time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
82473,San Francisco State University,Female,White,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
29137,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
72896,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
57859,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all
16247,San Francisco State University,Female,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
59128,University of San Francisco,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Not helping at all,No problem at all
58112,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
81523,University of San Francisco,Male,White,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult
78010,City College of San Francisco,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
81883,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Not too effective,Not too helpful,No problem at all
78023,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
88730,City College of San Francisco,Male,Hispanic,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
77677,University of San Francisco,Female,Asian,International Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
76459,San Francisco State University,Female,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
67887,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
99107,City College of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult
01520,City College of San Francisco,Female,Hispanic,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
69731,University of San Francisco,Male,Hispanic,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
35169,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
49049,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
54166,San Francisco State University,Male,White,Local Student,Full time,Not too helpful,Struggle learning in this class,Not helping at all,Somewhat difficult
48833,City College of San Francisco,Female,Hispanic,Local Student,Part time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
01002,San Francisco State University,Female,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
70351,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
57893,San Francisco State University,Female,White,International Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
86923,San Francisco State University,Male,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
49695,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
16251,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
33769,San Francisco State University,Female,Hispanic,Local Student,Full time,Not too helpful,Struggle learning in this class,Somewhat helpful,No problem at all
45836,San Francisco State University,Female,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all
63558,University of San Francisco,Female,Asian,International Student,Full time,Very helpful,Very effective,Somewhat helpful,Somewhat difficult
11220,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
29191,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
59554,University of San Francisco,Male,Hispanic,International Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
62373,University of San Francisco,Female,White,Local Student,Full time,Not too helpful,Somewhat effective,Not too helpful,Not too difficult
72691,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Not too effective,Not too helpful,No problem at all
69496,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
66804,University of San Francisco,Male,White,International Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
26160,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
66138,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
64631,University of San Francisco,Male,White,Local Student,Full time,Not too helpful,Struggle learning in this class,Somewhat helpful,No problem at all
71690,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult
53568,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
12083,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
40850,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Very helpful,No problem at all
27390,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,No problem at all
34067,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
47368,San Francisco State University,Male,Asian,Local Student,Part time,Not too helpful,Somewhat effective,Somewhat helpful,Not too difficult
44817,City College of San Francisco,Male,White,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
95428,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
92617,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
82828,University of San Francisco,Female,African American,Local Student,Full time,Not related,Struggle learning in this class,Not helping at all,Not too difficult
35695,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult
05516,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all
02354,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Struggle learning in this class,Not too helpful,No problem at all
56938,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
65728,City College of San Francisco,Male,Asian,Local Student,Part time,Very helpful,Very effective,Somewhat helpful,Not too difficult
54020,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Not too difficult
09719,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
46557,San Francisco State University,Female,Asian,Local Student,Full time,Not too helpful,Not too effective,Somewhat helpful,Not too difficult
91902,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult
61459,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
31290,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
29571,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Not too effective,Very helpful,Not too difficult
31968,San Francisco State University,Female,Asian,International Student,Full time,Not related,Struggle learning in this class,Somewhat helpful,Somewhat difficult
09906,San Francisco State University,Female,Asian,Local Student,Full time,Not too helpful,Struggle learning in this class,Not too helpful,Not too difficult
40401,City College of San Francisco,Female,Asian,Local Student,Part time,Somewhat helpful,Not too effective,Very helpful,No problem at all
54951,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
64542,University of San Francisco,Male,Hispanic,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,No problem at all
61454,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,No problem at all
23470,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
10851,City College of San Francisco,Male,White,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
16697,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
40003,San Francisco State University,Female,Hispanic,Local Student,Full time,Not too helpful,Struggle learning in this class,Somewhat helpful,Not too difficult
76423,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult
66998,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
57589,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult
67534,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
32891,San Francisco State University,Male,Asian,International Student,Full time,Very helpful,Somewhat effective,Not too helpful,Not too difficult
89205,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
82504,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
26571,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
36128,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Not too effective,Very helpful,No problem at all
25368,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Not too difficult
